n_ranks;n_threads;n_x;n_y;plan;planning;fftw_2d_r2c;plan_flops;
8;48;16384;16384;measure;23.848;2.14157;0;
8;48;16384;16384;measure;21.5142;5.88541;0;
8;48;16384;16384;measure;22.3082;6.67287;0;
8;48;16384;16384;measure;15.3608;4.42351;0;
8;48;16384;16384;measure;22.5538;6.71344;0;
8;48;16384;16384;measure;19.4448;17.6493;0;
8;48;16384;16384;measure;16.578;16.8585;0;
8;48;16384;16384;measure;29.667;4.98978;0;
16;48;16384;16384;measure;10.8566;4.03217;0;
16;48;16384;16384;measure;13.6307;2.08462;0;
16;48;16384;16384;measure;11.9201;1.10106;0;
16;48;16384;16384;measure;15.4053;2.13492;0;
16;48;16384;16384;measure;13.3681;2.75652;0;
16;48;16384;16384;measure;13.81;1.22174;0;
16;48;16384;16384;measure;13.959;3.10375;0;
16;48;16384;16384;measure;16.2624;11.2031;0;
16;48;16384;16384;measure;48.9492;12.9678;0;
16;48;16384;16384;measure;11.9173;1.5809;0;
16;48;16384;16384;measure;13.7955;1.55351;0;
16;48;16384;16384;measure;15.0889;3.04012;0;
16;48;16384;16384;measure;16.602;7.70932;0;
16;48;16384;16384;measure;15.7981;25.1497;0;
16;48;16384;16384;measure;10.8808;3.54276;0;
16;48;16384;16384;measure;18.3049;1.06124;0;
16;48;16384;16384;measure;12.1448;1.12817;0;
16;48;16384;16384;measure;13.0856;4.92664;0;
16;48;16384;16384;measure;15.6316;0.890325;0;
16;48;16384;16384;measure;20.6233;2.97451;0;
16;48;16384;16384;measure;14.905;7.96904;0;
16;48;16384;16384;measure;14.2924;12.3358;0;
16;48;16384;16384;measure;16.3083;17.4556;0;
16;48;16384;16384;measure;14.1933;1.13876;0;
16;48;16384;16384;measure;15.8798;3.87061;0;
16;48;16384;16384;measure;11.6086;0.911867;0;
16;48;16384;16384;measure;18.5499;1.85287;0;
16;48;16384;16384;measure;16.87;1.39398;0;
16;48;16384;16384;measure;25.8751;12.9525;0;
16;48;16384;16384;measure;15.3099;2.0231;0;
16;48;16384;16384;measure;19.0659;1.22321;0;
16;48;16384;16384;measure;19.9019;3.53729;0;
16;48;16384;16384;measure;30.2379;2.85361;0;
16;48;16384;16384;measure;15.039;3.06894;0;
16;48;16384;16384;measure;12.9404;6.37024;0;
16;48;16384;16384;measure;19.5812;19.9789;0;
16;48;16384;16384;measure;11.8805;23.8601;0;
16;48;16384;16384;measure;12.7725;0.854594;0;
16;48;16384;16384;measure;17.0085;33.4596;0;
